CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP06903,2025-02-10,2025-02-18,Search,298658,6812,1026,434,4740.26,9108.98,0.92
CAMP06904,2025-12-10,2025-12-21,Search,42539,2317,865,475,3239.62,4060.3,0.25
CAMP06905,2025-04-30,2025-05-11,Influencer,50226,4951,1289,491,4579.63,6190.24,0.35
CAMP06906,2025-04-07,2025-04-17,Search,76332,2162,706,293,2812.29,7074.43,1.52
CAMP06907,2025-05-25,2025-06-07,Email,38576,1955,604,209,2082.46,6019.5,1.89
CAMP06908,2025-08-04,2025-08-10,Search,8293,285,107,22,2901.28,3852.83,0.33
CAMP06909,2025-08-17,2025-08-31,Search,139531,12982,5948,2720,4395.12,7932.04,0.8
CAMP06910,2025-11-09,2025-11-21,Email,285947,17037,3610,1539,4791.85,7855.58,0.64
CAMP06911,2025-05-10,2025-05-22,Influencer,274715,17056,5766,3409,4206.63,9143.34,1.17
CAMP06912,2025-12-18,2026-01-02,Social,30772,330,108,43,980.44,1363.31,0.39
CAMP06913,2025-11-14,2025-11-28,Display,19171,1318,297,122,2999.51,6473.09,1.16
CAMP06914,2025-05-17,2025-06-01,Influencer,118627,4457,1336,418,2279.3,6068.36,1.66
CAMP06915,2025-11-20,2025-11-28,Search,123212,6925,804,192,2458.2,5610.19,1.28
CAMP06916,2025-12-03,2025-12-13,Social,80253,4638,1255,606,2198.37,3052.55,0.39
CAMP06917,2025-09-30,2025-10-15,Display,217019,13737,2860,1496,431.03,1076.71,1.5
CAMP06918,2025-04-27,2025-05-07,Display,179185,15072,6715,3679,4244.92,8151.92,0.92
CAMP06919,2025-11-02,2025-11-11,Display,51927,1916,465,168,4894.0,5999.34,0.23
CAMP06920,2025-04-04,2025-04-09,Email,174159,5756,1018,490,1127.69,1865.5,0.65
CAMP06921,2025-06-17,2025-06-24,Email,154323,12596,3928,1198,3147.58,4667.59,0.48
CAMP06922,2025-07-22,2025-08-02,Social,135328,10106,4288,1291,2729.19,7333.01,1.69
CAMP06923,2025-12-07,2025-12-19,Search,226795,6873,1660,993,4492.83,6532.06,0.45
CAMP06924,2025-05-29,2025-06-04,Social,280994,2831,1242,670,3550.1,7184.73,1.02
CAMP06925,2025-07-02,2025-07-09,Search,90236,6310,1454,439,3773.34,8696.11,1.3
CAMP06926,2025-06-01,2025-06-09,Influencer,88518,2137,842,314,4764.33,5300.96,0.11
CAMP06927,2025-03-15,2025-03-30,Display,272093,26156,3821,1627,3351.04,4295.6,0.28
CAMP06928,2025-12-31,2026-01-09,Display,297725,19172,2394,491,2322.43,5978.42,1.57
CAMP06929,2025-10-01,2025-10-08,Email,77108,6667,2633,1536,354.34,598.05,0.69
CAMP06930,2025-02-11,2025-02-20,Influencer,162625,13417,3318,807,4541.18,10917.15,1.4
CAMP06931,2025-07-31,2025-08-12,Influencer,248106,14936,3841,2023,2989.66,7529.57,1.52
CAMP06932,2025-04-11,2025-04-23,Search,54790,2709,893,527,3443.35,7869.31,1.29
CAMP06933,2025-02-14,2025-02-20,Influencer,238542,13051,6456,3109,2575.96,5572.91,1.16
CAMP06934,2025-03-23,2025-04-02,Email,211722,17418,2936,1722,2028.75,4037.25,0.99
CAMP06935,2025-01-17,2025-01-25,Search,207492,14034,3086,641,2569.05,4588.1,0.79
CAMP06936,2025-03-14,2025-03-27,Social,290196,8274,2974,1016,337.67,438.61,0.3
CAMP06937,2025-01-14,2025-01-28,Search,162646,10546,4011,1566,4009.77,11811.73,1.95
CAMP06938,2025-06-06,2025-06-12,Social,87009,4038,1544,792,874.06,1996.21,1.28
CAMP06939,2025-08-11,2025-08-23,Search,183976,2854,965,445,1730.05,2402.2,0.39
CAMP06940,2025-05-12,2025-05-17,Display,10224,453,151,74,526.27,1406.7,1.67
CAMP06941,2025-12-04,2025-12-19,Social,182390,5560,885,228,4117.74,10890.92,1.64
CAMP06942,2025-02-16,2025-02-26,Email,14435,1233,534,287,924.88,2317.71,1.51
CAMP06943,2025-04-17,2025-05-02,Social,109395,2127,220,116,2054.71,2530.12,0.23
CAMP06944,2025-04-18,2025-05-03,Social,241166,10238,2733,1387,2135.84,2212.33,0.04
CAMP06945,2025-09-22,2025-10-06,Search,205109,14889,2771,1460,1650.49,3988.33,1.42
CAMP06946,2025-07-24,2025-07-29,Display,259464,23550,3337,952,4314.61,6079.31,0.41
CAMP06947,2025-03-20,2025-03-26,Search,61398,2466,561,143,3881.73,10408.79,1.68
CAMP06948,2025-06-04,2025-06-11,Search,41928,2707,982,547,3744.02,8781.43,1.35
CAMP06949,2025-09-28,2025-10-11,Display,56382,2459,734,427,1203.07,2103.94,0.75
CAMP06950,2025-09-04,2025-09-13,Search,200394,5662,2544,940,1028.65,2031.6,0.98
CAMP06951,2025-01-19,2025-02-02,Display,269427,10592,3599,1363,1308.31,2623.79,1.01
CAMP06952,2025-12-12,2025-12-26,Email,44605,2998,603,299,1992.2,3501.98,0.76
CAMP06953,2025-01-26,2025-02-01,Display,144787,10782,3300,1313,2445.91,3323.37,0.36
CAMP06954,2025-08-05,2025-08-19,Influencer,198978,8626,1647,535,1325.85,3962.55,1.99
CAMP06955,2025-06-03,2025-06-12,Display,85275,2023,346,95,2343.03,5853.91,1.5
CAMP06956,2025-06-03,2025-06-12,Display,158942,3585,1727,361,1003.47,1317.39,0.31
CAMP06957,2025-06-23,2025-06-28,Influencer,165543,13762,3952,1719,1417.86,1515.89,0.07
CAMP06958,2025-04-02,2025-04-09,Display,147662,10158,3661,940,1377.64,2326.37,0.69
CAMP06959,2025-12-04,2025-12-13,Social,285789,21583,9698,5269,3662.88,7724.63,1.11
CAMP06960,2025-06-30,2025-07-13,Search,292041,15753,3605,2138,2346.63,6748.63,1.88
CAMP06961,2025-05-11,2025-05-25,Search,20437,1045,434,166,3114.56,3939.29,0.26
CAMP06962,2025-10-25,2025-10-30,Email,212926,6175,2565,631,3379.6,6355.17,0.88
CAMP06963,2025-10-02,2025-10-14,Email,53198,1337,574,248,435.72,591.38,0.36
CAMP06964,2025-09-30,2025-10-05,Influencer,287285,6852,1204,517,3994.71,4551.84,0.14
CAMP06965,2025-03-17,2025-03-30,Social,133680,13269,6437,1630,1491.46,3285.2,1.2
CAMP06966,2025-06-26,2025-07-06,Email,259401,21758,4567,2095,2597.79,3137.1,0.21
CAMP06967,2025-07-03,2025-07-08,Search,33094,2195,901,294,1758.1,4290.43,1.44
CAMP06968,2025-11-15,2025-11-27,Email,174193,5103,841,452,3890.58,8197.55,1.11
CAMP06969,2025-05-11,2025-05-20,Email,47137,1903,893,388,1218.46,1785.1,0.47
CAMP06970,2025-12-29,2026-01-09,Display,259588,10791,2925,1091,4822.45,12485.25,1.59
CAMP06971,2025-02-18,2025-03-01,Email,113385,6008,2207,1291,2060.6,4943.84,1.4
CAMP06972,2025-02-24,2025-03-07,Influencer,283509,13602,5985,2372,3587.01,8080.0,1.25
CAMP06973,2025-06-03,2025-06-13,Search,283115,26633,5671,3146,3243.09,4630.19,0.43
CAMP06974,2025-12-21,2026-01-05,Influencer,134076,10038,2565,784,3738.68,9021.62,1.41
CAMP06975,2025-07-19,2025-07-31,Influencer,113363,1964,442,166,2800.24,5828.0,1.08
CAMP06976,2025-11-04,2025-11-17,Social,36359,1541,328,76,1980.59,4097.04,1.07
CAMP06977,2025-12-22,2025-12-28,Display,208247,4574,1391,513,980.01,1214.28,0.24
CAMP06978,2025-04-28,2025-05-09,Influencer,166284,5843,1862,1038,2645.27,3360.21,0.27
CAMP06979,2025-09-20,2025-09-26,Social,56567,5447,712,378,398.2,423.92,0.06
CAMP06980,2025-02-15,2025-02-25,Search,220578,16206,5985,3532,388.24,578.86,0.49
CAMP06981,2025-10-29,2025-11-04,Search,293284,3140,841,420,3105.62,6170.28,0.99
CAMP06982,2025-12-22,2026-01-05,Social,247178,9787,4461,1376,2454.4,4216.6,0.72
CAMP06983,2025-07-08,2025-07-18,Influencer,191504,9476,4304,1137,2579.91,6258.32,1.43
CAMP06984,2025-11-06,2025-11-12,Influencer,213640,13721,5324,1447,1661.6,3015.83,0.82
CAMP06985,2025-11-14,2025-11-19,Display,262263,14418,6365,2956,3973.77,4714.82,0.19
CAMP06986,2025-05-09,2025-05-20,Display,148877,2423,1136,400,1085.81,2659.4,1.45
CAMP06987,2025-02-18,2025-02-25,Search,264532,14919,4937,1805,2972.03,4066.64,0.37
CAMP06988,2025-01-25,2025-02-02,Display,9400,204,99,53,4316.34,7035.85,0.63
CAMP06989,2025-09-23,2025-10-03,Social,87100,4941,2382,1168,4186.95,8379.08,1.0
CAMP06990,2025-04-28,2025-05-07,Search,71300,2292,329,93,240.28,506.59,1.11
CAMP06991,2025-05-24,2025-06-01,Influencer,199746,4589,1418,380,1467.03,2332.48,0.59
CAMP06992,2025-07-19,2025-08-01,Search,81094,2912,424,224,3602.19,6921.34,0.92
CAMP06993,2025-06-06,2025-06-16,Email,196195,3721,1390,808,3729.65,4227.21,0.13
CAMP06994,2025-12-14,2025-12-24,Search,132867,4724,1918,525,2465.45,3254.78,0.32
CAMP06995,2025-05-14,2025-05-20,Display,163019,14349,6512,3781,1092.14,2400.61,1.2
CAMP06996,2025-05-28,2025-06-07,Social,150286,5657,2036,757,1467.1,1480.54,0.01
CAMP06997,2025-12-02,2025-12-13,Influencer,223030,11668,3285,1847,4024.69,5505.43,0.37
CAMP06998,2025-03-12,2025-03-24,Influencer,133042,7554,1226,613,1041.59,2350.55,1.26
CAMP06999,2025-08-21,2025-09-02,Display,233629,6085,913,513,4717.33,6908.58,0.46
CAMP07000,2025-11-30,2025-12-13,Display,146046,7267,2138,979,2554.26,6732.66,1.64
CAMP07001,2025-10-26,2025-11-09,Display,108985,9456,4094,1075,1488.76,2657.51,0.79
CAMP07002,2025-06-03,2025-06-18,Email,64571,1113,445,99,2009.11,4878.8,1.43
CAMP07003,2025-03-31,2025-04-07,Social,274141,25509,11538,5201,1356.91,3758.83,1.77
CAMP07004,2025-11-30,2025-12-14,Email,210982,18650,7914,1767,1983.24,3761.07,0.9
CAMP07005,2025-07-18,2025-07-29,Display,269597,23461,4274,1258,740.9,1741.15,1.35
CAMP07006,2025-06-10,2025-06-21,Social,267682,7459,1343,379,4133.49,11105.86,1.69
CAMP07007,2025-01-26,2025-01-31,Display,81151,4348,1231,456,4821.92,7197.52,0.49
CAMP07008,2025-05-01,2025-05-13,Social,35593,2329,410,179,3329.78,9224.97,1.77
CAMP07009,2025-10-28,2025-11-05,Influencer,138375,2628,459,259,4062.05,11051.25,1.72
CAMP07010,2025-07-31,2025-08-09,Email,191645,11520,2385,1370,1217.59,1364.75,0.12
CAMP07011,2025-03-04,2025-03-14,Display,263740,22577,2461,1459,407.49,791.39,0.94
CAMP07012,2025-03-09,2025-03-16,Display,63384,5976,1963,992,3172.85,3878.18,0.22
CAMP07013,2025-09-10,2025-09-19,Search,55543,1946,503,285,4106.14,11383.49,1.77
CAMP07014,2025-01-02,2025-01-16,Influencer,89092,3206,625,322,4188.28,6195.6,0.48
CAMP07015,2025-04-18,2025-04-27,Display,167540,5757,884,498,2710.54,4721.64,0.74
CAMP07016,2025-10-13,2025-10-18,Email,235186,5599,1580,381,3148.29,9054.31,1.88
CAMP07017,2025-02-18,2025-02-25,Influencer,94268,4596,1566,915,1904.43,4045.28,1.12
CAMP07018,2025-05-20,2025-05-27,Display,28940,2332,1141,335,4170.28,11902.58,1.85
CAMP07019,2025-08-06,2025-08-11,Email,41481,3073,619,264,3518.27,6766.25,0.92
CAMP07020,2025-02-13,2025-02-24,Search,150283,13680,1512,614,1010.77,2997.5,1.97
CAMP07021,2025-09-26,2025-10-01,Search,53866,2263,892,379,1469.25,4276.28,1.91
CAMP07022,2025-03-19,2025-03-30,Email,80714,4963,963,463,844.09,878.05,0.04
CAMP07023,2025-08-04,2025-08-12,Influencer,219483,17336,5091,2117,2578.05,4672.27,0.81
CAMP07024,2025-04-08,2025-04-21,Email,258061,23441,9922,4717,1090.97,3163.71,1.9
CAMP07025,2025-08-24,2025-09-04,Email,299585,26500,3041,1258,877.96,2307.73,1.63
CAMP07026,2025-10-09,2025-10-18,Search,230454,11959,1872,383,886.12,1261.83,0.42
CAMP07027,2025-05-29,2025-06-09,Search,289988,26567,3699,1668,1402.77,3885.44,1.77
CAMP07028,2025-10-31,2025-11-13,Search,57200,2857,552,232,4064.24,5702.8,0.4
CAMP07029,2025-03-07,2025-03-21,Display,124607,11370,1923,835,4697.63,13493.33,1.87
CAMP07030,2025-08-22,2025-09-01,Display,167661,13400,3036,609,4979.71,5806.8,0.17
CAMP07031,2025-03-28,2025-04-02,Social,50986,1526,608,235,297.38,860.22,1.89
CAMP07032,2025-03-20,2025-03-30,Display,188158,17624,2060,1132,2887.64,3363.13,0.16
CAMP07033,2025-07-24,2025-07-29,Influencer,76646,2439,315,104,1405.58,2046.16,0.46
CAMP07034,2025-10-06,2025-10-14,Influencer,99476,9127,2972,1123,4945.65,10545.76,1.13
CAMP07035,2025-12-03,2025-12-15,Search,77149,5042,1553,386,4923.21,6774.66,0.38
CAMP07036,2025-09-11,2025-09-20,Email,143303,10040,2907,1104,4677.12,8318.2,0.78
CAMP07037,2025-10-31,2025-11-09,Search,147286,2922,895,320,169.7,227.03,0.34
CAMP07038,2025-05-10,2025-05-24,Email,102743,1635,648,358,857.15,1813.35,1.12
CAMP07039,2025-03-25,2025-04-09,Search,254774,24751,8178,1751,2807.01,6236.77,1.22
CAMP07040,2025-10-03,2025-10-15,Search,238463,9615,2719,1578,1017.71,1466.43,0.44
CAMP07041,2025-07-06,2025-07-18,Influencer,250317,21525,2856,1229,4288.77,6789.67,0.58
CAMP07042,2025-02-15,2025-02-20,Email,121810,8941,4380,1803,3528.71,8737.9,1.48
CAMP07043,2025-07-02,2025-07-11,Social,143681,9249,1810,1003,1002.01,1175.54,0.17
CAMP07044,2025-09-25,2025-10-04,Social,276881,19843,8882,2455,4110.22,7833.28,0.91
CAMP07045,2025-10-23,2025-11-04,Search,272750,4921,1238,351,2541.54,4016.03,0.58
CAMP07046,2025-11-18,2025-11-23,Search,55775,2627,981,539,3577.59,6527.98,0.82
CAMP07047,2025-04-10,2025-04-21,Influencer,180758,11683,3290,1881,785.16,2097.07,1.67
CAMP07048,2025-03-19,2025-03-30,Email,126914,11178,2701,1445,2637.48,7802.18,1.96
CAMP07049,2025-09-29,2025-10-12,Search,184653,13723,4744,1027,3904.06,5312.58,0.36
CAMP07050,2025-12-05,2025-12-11,Social,115397,3779,1188,547,1793.38,2012.58,0.12
CAMP07051,2025-06-11,2025-06-18,Email,137167,13530,2610,992,1015.44,1415.41,0.39
CAMP07052,2025-02-13,2025-02-21,Search,221819,15055,3530,1846,3233.39,8876.03,1.75
CAMP07053,2025-08-26,2025-08-31,Email,222277,12251,1393,366,3255.95,8982.91,1.76
CAMP07054,2025-05-14,2025-05-25,Influencer,27065,2173,385,218,1101.3,1732.88,0.57
CAMP07055,2025-07-11,2025-07-25,Social,217789,13991,3278,1095,439.82,729.98,0.66
CAMP07056,2025-12-22,2025-12-29,Email,272826,20161,9855,3245,915.61,2131.52,1.33
CAMP07057,2025-10-05,2025-10-12,Social,129656,8497,2641,716,1450.08,2441.25,0.68
CAMP07058,2025-01-18,2025-01-25,Search,108508,2831,1076,218,277.76,779.99,1.81
CAMP07059,2025-01-12,2025-01-24,Display,130300,7674,2835,921,4621.38,12025.4,1.6
CAMP07060,2025-06-29,2025-07-12,Email,21468,761,374,96,1229.47,2109.31,0.72
CAMP07061,2025-05-03,2025-05-17,Social,77620,4760,1533,759,3720.7,10955.87,1.94
CAMP07062,2025-09-03,2025-09-09,Email,48848,1040,347,174,2131.82,5307.94,1.49
CAMP07063,2025-08-10,2025-08-24,Search,155235,4793,1054,559,2559.72,6436.67,1.51
CAMP07064,2025-02-20,2025-03-06,Search,82564,6835,2395,484,2731.02,7976.48,1.92
CAMP07065,2025-03-12,2025-03-17,Social,71544,3324,1339,456,3886.7,7234.47,0.86
CAMP07066,2025-02-17,2025-03-02,Influencer,56516,3992,564,114,3960.77,4288.83,0.08
CAMP07067,2025-01-19,2025-01-29,Email,20523,1124,328,132,792.24,2362.39,1.98
CAMP07068,2025-09-19,2025-10-02,Email,126456,5142,1381,778,1586.38,4553.82,1.87
CAMP07069,2025-03-25,2025-04-04,Search,269343,14696,2137,776,2907.89,8526.9,1.93
CAMP07070,2025-06-04,2025-06-10,Email,251669,20947,4954,2722,1718.99,3348.16,0.95
CAMP07071,2025-02-22,2025-02-27,Social,220905,7807,2451,1419,750.72,997.81,0.33
CAMP07072,2025-04-17,2025-04-29,Display,75231,3605,1297,382,2101.33,2924.27,0.39
CAMP07073,2025-12-23,2025-12-30,Search,6006,169,36,7,1170.28,2277.97,0.95
CAMP07074,2025-10-31,2025-11-05,Display,274258,11411,3315,1643,803.02,1887.72,1.35
CAMP07075,2025-05-15,2025-05-27,Email,231403,20747,8166,3524,1589.74,3068.66,0.93
CAMP07076,2025-03-10,2025-03-15,Influencer,241928,19527,5250,1779,1568.47,2806.27,0.79
CAMP07077,2025-01-11,2025-01-23,Social,263350,11488,5471,1898,576.27,1686.73,1.93
CAMP07078,2025-05-23,2025-05-28,Email,264074,5787,649,150,2962.18,6799.47,1.3
CAMP07079,2025-07-11,2025-07-24,Social,82977,3966,809,443,1640.28,2976.64,0.81
CAMP07080,2025-03-10,2025-03-23,Email,166261,13210,2025,601,949.11,2258.58,1.38
CAMP07081,2025-01-23,2025-02-05,Email,5181,72,22,5,4111.13,10621.17,1.58
CAMP07082,2025-06-30,2025-07-07,Email,148884,11476,1961,1003,112.62,195.37,0.73
CAMP07083,2025-10-20,2025-10-28,Search,27716,1973,782,308,2326.03,4536.16,0.95
CAMP07084,2025-01-09,2025-01-18,Display,255706,4044,1889,954,2231.24,5095.57,1.28
CAMP07085,2025-09-28,2025-10-08,Influencer,45218,3038,555,311,3388.63,7709.75,1.28
CAMP07086,2025-04-03,2025-04-16,Display,31633,1166,539,190,2008.06,2712.86,0.35
CAMP07087,2025-01-17,2025-02-01,Display,278083,7217,2545,564,2612.31,5208.78,0.99
CAMP07088,2025-06-03,2025-06-11,Social,277216,12374,2208,665,4551.41,6910.16,0.52
CAMP07089,2025-11-24,2025-12-04,Search,210454,5994,2365,521,924.58,2613.96,1.83
CAMP07090,2025-05-29,2025-06-03,Search,253048,21309,2905,754,616.99,1229.62,0.99
CAMP07091,2025-09-24,2025-09-30,Email,162847,12503,4711,2541,3759.12,9522.56,1.53
CAMP07092,2025-11-24,2025-12-06,Display,89751,8819,3920,2260,3740.22,4070.3,0.09
CAMP07093,2025-04-16,2025-04-24,Influencer,261463,15182,7289,3431,4606.26,8121.85,0.76
CAMP07094,2025-02-04,2025-02-18,Social,188472,3397,413,203,4917.47,6479.18,0.32
CAMP07095,2025-04-29,2025-05-10,Search,298763,12876,1606,791,1983.49,3542.44,0.79
CAMP07096,2025-01-14,2025-01-22,Email,134729,11516,5437,1355,1949.39,5049.08,1.59
CAMP07097,2025-01-14,2025-01-27,Influencer,112696,5152,2142,468,4532.82,12935.89,1.85
CAMP07098,2025-09-23,2025-10-06,Display,165624,8448,3461,1659,4317.49,12229.28,1.83
CAMP07099,2025-05-20,2025-05-28,Influencer,67017,3154,1252,269,1939.66,2400.8,0.24
CAMP07100,2025-10-21,2025-11-02,Search,206020,6424,2485,1303,473.85,759.61,0.6
CAMP07101,2025-12-30,2026-01-09,Social,51075,847,292,127,2948.0,6841.58,1.32
CAMP07102,2025-04-29,2025-05-04,Display,140722,3694,1570,385,1416.63,1993.31,0.41
CAMP07103,2025-08-26,2025-09-06,Social,212452,9083,1032,478,4552.11,5020.3,0.1
CAMP07104,2025-02-03,2025-02-08,Influencer,42343,1358,537,237,4049.97,11774.75,1.91
CAMP07105,2025-06-18,2025-06-25,Influencer,261980,16123,5371,1882,4514.77,7489.99,0.66
CAMP07106,2025-01-10,2025-01-22,Email,232101,15144,7011,3695,496.48,913.44,0.84
CAMP07107,2025-05-02,2025-05-15,Display,262086,16067,7624,2453,4336.6,6699.8,0.54
CAMP07108,2025-05-25,2025-06-01,Influencer,159903,2821,554,194,3006.12,4961.31,0.65
CAMP07109,2025-08-11,2025-08-16,Search,172949,12109,5034,2409,1155.59,3383.68,1.93
CAMP07110,2025-09-14,2025-09-19,Search,50197,2239,1080,540,1576.18,2180.75,0.38
CAMP07111,2025-09-25,2025-10-06,Social,197107,17549,3626,1121,2337.51,4651.33,0.99
CAMP07112,2025-12-25,2026-01-03,Search,193193,11070,4875,1007,3175.46,7228.23,1.28
CAMP07113,2025-01-04,2025-01-09,Influencer,251349,4425,1480,400,1240.36,1796.98,0.45
CAMP07114,2025-12-20,2025-12-30,Search,268926,2912,751,229,1114.51,2709.67,1.43
CAMP07115,2025-04-16,2025-04-26,Display,9412,689,295,165,4471.59,10575.09,1.36
CAMP07116,2025-03-26,2025-04-03,Social,118043,5435,2435,1357,4241.59,12340.89,1.91
CAMP07117,2025-08-02,2025-08-13,Display,101169,3633,774,359,3857.21,7408.66,0.92
CAMP07118,2025-05-01,2025-05-12,Influencer,216206,10863,4538,2195,3828.36,6773.88,0.77
CAMP07119,2025-05-12,2025-05-25,Influencer,146688,2422,290,130,3853.27,6636.01,0.72
CAMP07120,2025-12-04,2025-12-09,Search,42448,1921,513,262,4628.09,8000.29,0.73
CAMP07121,2025-07-16,2025-07-25,Email,128678,4931,630,214,4234.23,4553.02,0.08
CAMP07122,2025-01-19,2025-02-02,Email,279245,22902,4981,2085,2004.01,2950.79,0.47
CAMP07123,2025-05-10,2025-05-17,Influencer,80822,2080,998,467,2409.38,2987.83,0.24
CAMP07124,2025-01-12,2025-01-23,Influencer,188353,14704,5791,2243,3062.36,8455.83,1.76
CAMP07125,2025-03-22,2025-03-30,Social,55465,3052,1227,624,2430.44,2703.7,0.11
CAMP07126,2025-11-26,2025-12-04,Influencer,278214,4832,743,425,1554.99,2690.76,0.73
CAMP07127,2025-12-20,2025-12-25,Influencer,128927,12540,4156,1934,4319.64,6215.25,0.44
CAMP07128,2025-09-19,2025-09-24,Social,63431,4825,1232,283,4036.9,9249.29,1.29
CAMP07129,2025-05-05,2025-05-19,Display,26742,893,351,155,2010.31,3322.4,0.65
CAMP07130,2025-11-03,2025-11-09,Display,200883,12526,2039,975,661.87,683.84,0.03
CAMP07131,2025-09-24,2025-09-30,Social,246216,22404,4766,1493,123.86,345.28,1.79
CAMP07132,2025-05-20,2025-05-25,Social,269877,25307,11626,3821,552.99,1256.88,1.27
CAMP07133,2025-11-25,2025-12-07,Display,205675,15591,2617,1146,858.24,860.61,0.0
CAMP07134,2025-01-02,2025-01-12,Display,89277,6739,2378,1148,3323.18,7840.55,1.36
CAMP07135,2025-01-08,2025-01-18,Display,148082,5177,1170,641,1176.1,1685.06,0.43
CAMP07136,2025-09-07,2025-09-21,Display,172078,17049,2263,1142,3210.64,9398.31,1.93
CAMP07137,2025-05-19,2025-06-02,Search,211572,6751,1279,324,1708.78,3229.1,0.89
CAMP07138,2025-05-04,2025-05-17,Social,263054,4747,2125,720,4485.76,6488.09,0.45
CAMP07139,2025-11-05,2025-11-14,Email,291517,28558,13257,3440,2398.48,2543.58,0.06
CAMP07140,2025-08-16,2025-08-24,Search,143282,3403,911,458,3396.97,3795.96,0.12
CAMP07141,2025-01-10,2025-01-25,Email,262176,14929,5200,1594,2358.64,2624.84,0.11
CAMP07142,2025-07-31,2025-08-10,Email,20060,1045,322,80,4571.44,4859.35,0.06
CAMP07143,2025-04-22,2025-05-04,Influencer,50256,4339,919,219,3468.31,7272.91,1.1
CAMP07144,2025-01-08,2025-01-13,Social,249378,11396,2711,666,3246.58,8743.76,1.69
CAMP07145,2025-10-19,2025-10-30,Search,201315,11111,3452,1031,3002.27,5080.16,0.69
CAMP07146,2025-12-28,2026-01-09,Social,164553,2293,867,444,4944.2,8392.67,0.7
CAMP07147,2025-09-10,2025-09-23,Display,91648,2630,631,186,3455.31,4174.39,0.21
CAMP07148,2025-01-14,2025-01-29,Social,270554,22988,8725,2726,3795.29,3804.28,0.0
CAMP07149,2025-08-28,2025-09-09,Email,96316,5109,2474,1366,500.39,1452.89,1.9
CAMP07150,2025-08-30,2025-09-10,Display,115100,3543,389,146,4089.69,7833.39,0.92
CAMP07151,2025-12-08,2025-12-15,Social,99123,4282,708,285,3023.91,7483.51,1.47
CAMP07152,2025-05-29,2025-06-04,Social,42344,1509,703,141,1749.64,4787.75,1.74
CAMP07153,2025-08-24,2025-08-31,Email,156981,9428,1212,282,2950.28,3610.94,0.22
CAMP07154,2025-11-02,2025-11-10,Display,143970,2106,855,424,3165.2,4827.71,0.53
CAMP07155,2025-06-16,2025-06-24,Email,186574,5643,1972,657,1374.93,2755.31,1.0
CAMP07156,2025-01-20,2025-01-30,Social,177976,7465,888,230,2241.62,3574.87,0.59
CAMP07157,2025-08-04,2025-08-15,Search,136020,12723,1276,474,3634.6,4021.84,0.11
CAMP07158,2025-12-09,2025-12-17,Search,162471,10738,3229,704,1206.66,3361.42,1.79
CAMP07159,2025-05-15,2025-05-29,Influencer,253385,14033,2061,997,4197.01,6294.19,0.5
CAMP07160,2025-05-09,2025-05-19,Search,295618,8033,3605,836,479.88,549.73,0.15
CAMP07161,2025-10-21,2025-11-03,Display,58459,3519,1028,228,2947.97,5438.03,0.84
CAMP07162,2025-09-03,2025-09-13,Influencer,117298,10980,2127,782,1960.47,5114.48,1.61
CAMP07163,2025-07-08,2025-07-15,Display,286453,17464,2921,1270,361.24,482.94,0.34
CAMP07164,2025-02-13,2025-02-18,Search,178027,4420,1919,970,3894.99,7298.38,0.87
CAMP07165,2025-03-27,2025-04-11,Search,168082,16764,6495,1483,2778.06,3808.86,0.37
CAMP07166,2025-02-13,2025-02-27,Social,289534,15894,6153,2054,3605.1,9503.89,1.64
CAMP07167,2025-11-26,2025-12-10,Display,247329,9586,1285,395,1962.6,4014.85,1.05
CAMP07168,2025-05-25,2025-06-03,Email,275685,15246,5333,2653,4312.14,9300.2,1.16
CAMP07169,2025-02-20,2025-03-06,Social,153993,5194,2325,808,510.16,1272.9,1.5
CAMP07170,2025-08-30,2025-09-13,Display,48937,623,253,114,1243.43,3580.34,1.88
CAMP07171,2025-10-21,2025-10-28,Influencer,187952,16926,2492,986,3993.56,4838.59,0.21
CAMP07172,2025-02-20,2025-03-04,Display,84030,4083,1958,837,4777.93,12857.92,1.69
CAMP07173,2025-09-23,2025-10-07,Influencer,179268,13939,1782,617,4247.58,8276.23,0.95
CAMP07174,2025-04-30,2025-05-05,Influencer,135174,13167,4249,1256,1231.22,2808.41,1.28
CAMP07175,2025-07-19,2025-08-03,Search,198831,13308,6361,1424,1807.84,4891.2,1.71
CAMP07176,2025-09-05,2025-09-11,Email,212894,15380,6596,1776,3850.93,6366.76,0.65
CAMP07177,2025-03-11,2025-03-18,Display,142113,13485,5020,1350,4736.73,12974.2,1.74
CAMP07178,2025-12-07,2025-12-14,Email,90521,5113,2262,1298,1517.31,3433.42,1.26
CAMP07179,2025-02-26,2025-03-10,Influencer,132521,5140,1898,1091,1993.08,3105.26,0.56
CAMP07180,2025-02-08,2025-02-17,Search,67933,6312,769,232,212.08,602.22,1.84
CAMP07181,2025-10-16,2025-10-28,Email,38691,627,150,36,2571.57,2869.02,0.12
CAMP07182,2025-01-18,2025-02-02,Social,266567,7814,2116,661,531.99,1160.32,1.18
CAMP07183,2025-08-08,2025-08-23,Influencer,98374,4005,1275,661,519.41,536.93,0.03
CAMP07184,2025-11-09,2025-11-19,Social,8303,667,127,69,3830.45,4456.17,0.16
CAMP07185,2025-09-01,2025-09-07,Email,243615,22254,10069,4032,1785.21,2142.86,0.2
